STATUS - Requerimento,ANO  SOLICITAÇÃO,PAÍS DE ORIGEM,GÊNERO,ANO DE NASCIMENTO,CIDADE SOLICITAÇÃO,DATA DA  DECISÃO
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,1987,MANAUS,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,1994,MANAUS,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,1997,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2016,VENEZUELA,F,1984,MANAUS,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,1969,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,1993,BRASILÉIA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,1975,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,VENEZUELA,M,1969,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,1975,NOVA IGUAÇU,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,1976,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2016,VENEZUELA,M,1997,MANAUS,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,1995,MANAUS,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,VENEZUELA,F,1995,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,VENEZUELA,F,1995,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,1972,PACARAIMA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,1982,PACARAIMA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,VENEZUELA,M,1984,MANAUS,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,1983,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,1983,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2000,BOA VISTA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,1983,PACARAIMA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,1997,PACARAIMA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,1985,PACARAIMA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,1981,PACARAIMA,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,1992,MANAUS,2020-01-31
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2016,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2014,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2003,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2003,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2003,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2003,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2003,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2003,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2003,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2015,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2013,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2013,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2013,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2013,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2012,CAMPINAS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2011,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2016,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2012,CURITIBA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2017,VENEZUELA,F,2006,RIO DE JANEIRO,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2008,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2008,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2008,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2008,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2008,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2008,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2008,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2008,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2009,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2015,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2012,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2007,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2007,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2007,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2007,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2004,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2005,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2007,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2008,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2008,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2008,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2015,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2015,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2015,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2015,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2015,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2008,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2008,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,M,2008,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,M,2003,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,BOA VISTA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2018,VENEZUELA,F,2006,MANAUS,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2016,SÃO PAULO,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2003,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2003,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2003,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2003,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2003,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2003,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2003,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO,2019,VENEZUELA,F,2007,PACARAIMA,2020-04-28
